Causa de muerte (lista reducida);Mes de defunción;Sexo;Periodo;Total
062-067 X.Enfermedades del sistema respiratorio;Agosto;Mujeres;2020;1.251
062-067 X.Enfermedades del sistema respiratorio;Agosto;Mujeres;2019;1.192
062-067 X.Enfermedades del sistema respiratorio;Agosto;Mujeres;2018;1.396
062-067 X.Enfermedades del sistema respiratorio;Septiembre;Hombres;2022;1.583
062-067 X.Enfermedades del sistema respiratorio;Septiembre;Hombres;2021;1.503
062-067 X.Enfermedades del sistema respiratorio;Septiembre;Hombres;2020;1.463
062-067 X.Enfermedades del sistema respiratorio;Septiembre;Hombres;2019;1.538
062-067 X.Enfermedades del sistema respiratorio;Septiembre;Hombres;2018;1.675
062-067 X.Enfermedades del sistema respiratorio;Septiembre;Mujeres;2022;1.168
062-067 X.Enfermedades del sistema respiratorio;Septiembre;Mujeres;2021;1.052
062-067 X.Enfermedades del sistema respiratorio;Septiembre;Mujeres;2020;1.122
062-067 X.Enfermedades del sistema respiratorio;Septiembre;Mujeres;2019;1.111
062-067 X.Enfermedades del sistema respiratorio;Septiembre;Mujeres;2018;1.213
062-067 X.Enfermedades del sistema respiratorio;Octubre;Hombres;2022;1.989
062-067 X.Enfermedades del sistema respiratorio;Octubre;Hombres;2021;1.710
062-067 X.Enfermedades del sistema respiratorio;Octubre;Hombres;2020;1.668
062-067 X.Enfermedades del sistema respiratorio;Octubre;Hombres;2019;1.739
062-067 X.Enfermedades del sistema respiratorio;Octubre;Hombres;2018;1.820
062-067 X.Enfermedades del sistema respiratorio;Octubre;Mujeres;2022;1.519
062-067 X.Enfermedades del sistema respiratorio;Octubre;Mujeres;2021;1.224
062-067 X.Enfermedades del sistema respiratorio;Octubre;Mujeres;2020;1.107
062-067 X.Enfermedades del sistema respiratorio;Octubre;Mujeres;2019;1.338
062-067 X.Enfermedades del sistema respiratorio;Octubre;Mujeres;2018;1.435
062-067 X.Enfermedades del sistema respiratorio;Noviembre;Hombres;2022;1.952
062-067 X.Enfermedades del sistema respiratorio;Noviembre;Hombres;2021;1.976
062-067 X.Enfermedades del sistema respiratorio;Noviembre;Hombres;2020;1.589
062-067 X.Enfermedades del sistema respiratorio;Noviembre;Hombres;2019;2.001
062-067 X.Enfermedades del sistema respiratorio;Noviembre;Hombres;2018;2.091
062-067 X.Enfermedades del sistema respiratorio;Noviembre;Mujeres;2022;1.673
062-067 X.Enfermedades del sistema respiratorio;Noviembre;Mujeres;2021;1.485
062-067 X.Enfermedades del sistema respiratorio;Noviembre;Mujeres;2020;1.098
062-067 X.Enfermedades del sistema respiratorio;Noviembre;Mujeres;2019;1.551
062-067 X.Enfermedades del sistema respiratorio;Noviembre;Mujeres;2018;1.629
062-067 X.Enfermedades del sistema respiratorio;Diciembre;Hombres;2022;2.843
062-067 X.Enfermedades del sistema respiratorio;Diciembre;Hombres;2021;2.413
062-067 X.Enfermedades del sistema respiratorio;Diciembre;Hombres;2020;1.771
062-067 X.Enfermedades del sistema respiratorio;Diciembre;Hombres;2019;2.368
062-067 X.Enfermedades del sistema respiratorio;Diciembre;Hombres;2018;2.372
062-067 X.Enfermedades del sistema respiratorio;Diciembre;Mujeres;2022;2.500
062-067 X.Enfermedades del sistema respiratorio;Diciembre;Mujeres;2021;1.787
062-067 X.Enfermedades del sistema respiratorio;Diciembre;Mujeres;2020;1.158
062-067 X.Enfermedades del sistema respiratorio;Diciembre;Mujeres;2019;1.917
062-067 X.Enfermedades del sistema respiratorio;Diciembre;Mujeres;2018;2.046
068-072 XI.Enfermedades del sistema digestivo;Enero;Hombres;2022;1.079
068-072 XI.Enfermedades del sistema digestivo;Enero;Hombres;2021;1.098
068-072 XI.Enfermedades del sistema digestivo;Enero;Hombres;2020;1.143
068-072 XI.Enfermedades del sistema digestivo;Enero;Hombres;2019;1.169
068-072 XI.Enfermedades del sistema digestivo;Enero;Hombres;2018;1.054
068-072 XI.Enfermedades del sistema digestivo;Enero;Mujeres;2022;991
068-072 XI.Enfermedades del sistema digestivo;Enero;Mujeres;2021;997
068-072 XI.Enfermedades del sistema digestivo;Enero;Mujeres;2020;1.091
068-072 XI.Enfermedades del sistema digestivo;Enero;Mujeres;2019;1.034
068-072 XI.Enfermedades del sistema digestivo;Enero;Mujeres;2018;1.028
068-072 XI.Enfermedades del sistema digestivo;Febrero;Hombres;2022;939
068-072 XI.Enfermedades del sistema digestivo;Febrero;Hombres;2021;856
068-072 XI.Enfermedades del sistema digestivo;Febrero;Hombres;2020;941
068-072 XI.Enfermedades del sistema digestivo;Febrero;Hombres;2019;986
068-072 XI.Enfermedades del sistema digestivo;Febrero;Hombres;2018;1.019
068-072 XI.Enfermedades del sistema digestivo;Febrero;Mujeres;2022;893
068-072 XI.Enfermedades del sistema digestivo;Febrero;Mujeres;2021;785
068-072 XI.Enfermedades del sistema digestivo;Febrero;Mujeres;2020;916
068-072 XI.Enfermedades del sistema digestivo;Febrero;Mujeres;2019;860
068-072 XI.Enfermedades del sistema digestivo;Febrero;Mujeres;2018;915
068-072 XI.Enfermedades del sistema digestivo;Marzo;Hombres;2022;1.066
068-072 XI.Enfermedades del sistema digestivo;Marzo;Hombres;2021;966
068-072 XI.Enfermedades del sistema digestivo;Marzo;Hombres;2020;1.050
068-072 XI.Enfermedades del sistema digestivo;Marzo;Hombres;2019;1.006
068-072 XI.Enfermedades del sistema digestivo;Marzo;Hombres;2018;1.009
068-072 XI.Enfermedades del sistema digestivo;Marzo;Mujeres;2022;927
068-072 XI.Enfermedades del sistema digestivo;Marzo;Mujeres;2021;870
068-072 XI.Enfermedades del sistema digestivo;Marzo;Mujeres;2020;875
068-072 XI.Enfermedades del sistema digestivo;Marzo;Mujeres;2019;893
068-072 XI.Enfermedades del sistema digestivo;Marzo;Mujeres;2018;940
068-072 XI.Enfermedades del sistema digestivo;Abril;Hombres;2022;1.000
068-072 XI.Enfermedades del sistema digestivo;Abril;Hombres;2021;929
068-072 XI.Enfermedades del sistema digestivo;Abril;Hombres;2020;791
068-072 XI.Enfermedades del sistema digestivo;Abril;Hombres;2019;1.007
068-072 XI.Enfermedades del sistema digestivo;Abril;Hombres;2018;895
068-072 XI.Enfermedades del sistema digestivo;Abril;Mujeres;2022;868
068-072 XI.Enfermedades del sistema digestivo;Abril;Mujeres;2021;898
068-072 XI.Enfermedades del sistema digestivo;Abril;Mujeres;2020;689
068-072 XI.Enfermedades del sistema digestivo;Abril;Mujeres;2019;826
068-072 XI.Enfermedades del sistema digestivo;Abril;Mujeres;2018;901
068-072 XI.Enfermedades del sistema digestivo;Mayo;Hombres;2022;956
068-072 XI.Enfermedades del sistema digestivo;Mayo;Hombres;2021;923
068-072 XI.Enfermedades del sistema digestivo;Mayo;Hombres;2020;762
068-072 XI.Enfermedades del sistema digestivo;Mayo;Hombres;2019;883
068-072 XI.Enfermedades del sistema digestivo;Mayo;Hombres;2018;912
068-072 XI.Enfermedades del sistema digestivo;Mayo;Mujeres;2022;893
068-072 XI.Enfermedades del sistema digestivo;Mayo;Mujeres;2021;927
068-072 XI.Enfermedades del sistema digestivo;Mayo;Mujeres;2020;799
068-072 XI.Enfermedades del sistema digestivo;Mayo;Mujeres;2019;847
068-072 XI.Enfermedades del sistema digestivo;Mayo;Mujeres;2018;805
068-072 XI.Enfermedades del sistema digestivo;Junio;Hombres;2022;947
068-072 XI.Enfermedades del sistema digestivo;Junio;Hombres;2021;864
068-072 XI.Enfermedades del sistema digestivo;Junio;Hombres;2020;828
068-072 XI.Enfermedades del sistema digestivo;Junio;Hombres;2019;877
068-072 XI.Enfermedades del sistema digestivo;Junio;Hombres;2018;846
068-072 XI.Enfermedades del sistema digestivo;Junio;Mujeres;2022;837
068-072 XI.Enfermedades del sistema digestivo;Junio;Mujeres;2021;871
068-072 XI.Enfermedades del sistema digestivo;Junio;Mujeres;2020;799
068-072 XI.Enfermedades del sistema digestivo;Junio;Mujeres;2019;832
068-072 XI.Enfermedades del sistema digestivo;Junio;Mujeres;2018;751
068-072 XI.Enfermedades del sistema digestivo;Julio;Hombres;2022;1.023
068-072 XI.Enfermedades del sistema digestivo;Julio;Hombres;2021;947
068-072 XI.Enfermedades del sistema digestivo;Julio;Hombres;2020;878
068-072 XI.Enfermedades del sistema digestivo;Julio;Hombres;2019;915
068-072 XI.Enfermedades del sistema digestivo;Julio;Hombres;2018;863
068-072 XI.Enfermedades del sistema digestivo;Julio;Mujeres;2022;1.001
068-072 XI.Enfermedades del sistema digestivo;Julio;Mujeres;2021;909
068-072 XI.Enfermedades del sistema digestivo;Julio;Mujeres;2020;891
068-072 XI.Enfermedades del sistema digestivo;Julio;Mujeres;2019;847
068-072 XI.Enfermedades del sistema digestivo;Julio;Mujeres;2018;822
068-072 XI.Enfermedades del sistema digestivo;Agosto;Hombres;2022;1.009
068-072 XI.Enfermedades del sistema digestivo;Agosto;Hombres;2021;956
068-072 XI.Enfermedades del sistema digestivo;Agosto;Hombres;2020;879
068-072 XI.Enfermedades del sistema digestivo;Agosto;Hombres;2019;856
068-072 XI.Enfermedades del sistema digestivo;Agosto;Hombres;2018;866
068-072 XI.Enfermedades del sistema digestivo;Agosto;Mujeres;2022;967
068-072 XI.Enfermedades del sistema digestivo;Agosto;Mujeres;2021;908
068-072 XI.Enfermedades del sistema digestivo;Agosto;Mujeres;2020;847
068-072 XI.Enfermedades del sistema digestivo;Agosto;Mujeres;2019;831
068-072 XI.Enfermedades del sistema digestivo;Agosto;Mujeres;2018;818
068-072 XI.Enfermedades del sistema digestivo;Septiembre;Hombres;2022;934
068-072 XI.Enfermedades del sistema digestivo;Septiembre;Hombres;2021;908
068-072 XI.Enfermedades del sistema digestivo;Septiembre;Hombres;2020;915
068-072 XI.Enfermedades del sistema digestivo;Septiembre;Hombres;2019;856
068-072 XI.Enfermedades del sistema digestivo;Septiembre;Hombres;2018;877
068-072 XI.Enfermedades del sistema digestivo;Septiembre;Mujeres;2022;837
068-072 XI.Enfermedades del sistema digestivo;Septiembre;Mujeres;2021;850
068-072 XI.Enfermedades del sistema digestivo;Septiembre;Mujeres;2020;832
068-072 XI.Enfermedades del sistema digestivo;Septiembre;Mujeres;2019;804
068-072 XI.Enfermedades del sistema digestivo;Septiembre;Mujeres;2018;810
068-072 XI.Enfermedades del sistema digestivo;Octubre;Hombres;2022;968
068-072 XI.Enfermedades del sistema digestivo;Octubre;Hombres;2021;1.014
068-072 XI.Enfermedades del sistema digestivo;Octubre;Hombres;2020;984
068-072 XI.Enfermedades del sistema digestivo;Octubre;Hombres;2019;934
068-072 XI.Enfermedades del sistema digestivo;Octubre;Hombres;2018;906
068-072 XI.Enfermedades del sistema digestivo;Octubre;Mujeres;2022;946
068-072 XI.Enfermedades del sistema digestivo;Octubre;Mujeres;2021;936
068-072 XI.Enfermedades del sistema digestivo;Octubre;Mujeres;2020;848
068-072 XI.Enfermedades del sistema digestivo;Octubre;Mujeres;2019;909
068-072 XI.Enfermedades del sistema digestivo;Octubre;Mujeres;2018;901
068-072 XI.Enfermedades del sistema digestivo;Noviembre;Hombres;2022;1.059
068-072 XI.Enfermedades del sistema digestivo;Noviembre;Hombres;2021;1.036
068-072 XI.Enfermedades del sistema digestivo;Noviembre;Hombres;2020;914
068-072 XI.Enfermedades del sistema digestivo;Noviembre;Hombres;2019;988
068-072 XI.Enfermedades del sistema digestivo;Noviembre;Hombres;2018;920
068-072 XI.Enfermedades del sistema digestivo;Noviembre;Mujeres;2022;937
068-072 XI.Enfermedades del sistema digestivo;Noviembre;Mujeres;2021;949
068-072 XI.Enfermedades del sistema digestivo;Noviembre;Mujeres;2020;879
068-072 XI.Enfermedades del sistema digestivo;Noviembre;Mujeres;2019;903
068-072 XI.Enfermedades del sistema digestivo;Noviembre;Mujeres;2018;865
068-072 XI.Enfermedades del sistema digestivo;Diciembre;Hombres;2022;1.097
068-072 XI.Enfermedades del sistema digestivo;Diciembre;Hombres;2021;1.130
068-072 XI.Enfermedades del sistema digestivo;Diciembre;Hombres;2020;1.053
068-072 XI.Enfermedades del sistema digestivo;Diciembre;Hombres;2019;969
068-072 XI.Enfermedades del sistema digestivo;Diciembre;Hombres;2018;1.048
068-072 XI.Enfermedades del sistema digestivo;Diciembre;Mujeres;2022;1.012
068-072 XI.Enfermedades del sistema digestivo;Diciembre;Mujeres;2021;1.036
068-072 XI.Enfermedades del sistema digestivo;Diciembre;Mujeres;2020;961
068-072 XI.Enfermedades del sistema digestivo;Diciembre;Mujeres;2019;1.006
068-072 XI.Enfermedades del sistema digestivo;Diciembre;Mujeres;2018;918
073 XII.Enfermedades de la piel y del tejido subcutáneo;Enero;Hombres;2022;51
073 XII.Enfermedades de la piel y del tejido subcutáneo;Enero;Hombres;2021;60
073 XII.Enfermedades de la piel y del tejido subcutáneo;Enero;Hombres;2020;61
073 XII.Enfermedades de la piel y del tejido subcutáneo;Enero;Hombres;2019;63
073 XII.Enfermedades de la piel y del tejido subcutáneo;Enero;Hombres;2018;59
073 XII.Enfermedades de la piel y del tejido subcutáneo;Enero;Mujeres;2022;107
073 XII.Enfermedades de la piel y del tejido subcutáneo;Enero;Mujeres;2021;115
073 XII.Enfermedades de la piel y del tejido subcutáneo;Enero;Mujeres;2020;103
073 XII.Enfermedades de la piel y del tejido subcutáneo;Enero;Mujeres;2019;93
073 XII.Enfermedades de la piel y del tejido subcutáneo;Enero;Mujeres;2018;115
073 XII.Enfermedades de la piel y del tejido subcutáneo;Febrero;Hombres;2022;58
073 XII.Enfermedades de la piel y del tejido subcutáneo;Febrero;Hombres;2021;49
073 XII.Enfermedades de la piel y del tejido subcutáneo;Febrero;Hombres;2020;50
073 XII.Enfermedades de la piel y del tejido subcutáneo;Febrero;Hombres;2019;52
073 XII.Enfermedades de la piel y del tejido subcutáneo;Febrero;Hombres;2018;60
073 XII.Enfermedades de la piel y del tejido subcutáneo;Febrero;Mujeres;2022;102
073 XII.Enfermedades de la piel y del tejido subcutáneo;Febrero;Mujeres;2021;93
073 XII.Enfermedades de la piel y del tejido subcutáneo;Febrero;Mujeres;2020;101
073 XII.Enfermedades de la piel y del tejido subcutáneo;Febrero;Mujeres;2019;91
073 XII.Enfermedades de la piel y del tejido subcutáneo;Febrero;Mujeres;2018;95
073 XII.Enfermedades de la piel y del tejido subcutáneo;Marzo;Hombres;2022;69
073 XII.Enfermedades de la piel y del tejido subcutáneo;Marzo;Hombres;2021;72
073 XII.Enfermedades de la piel y del tejido subcutáneo;Marzo;Hombres;2020;55
073 XII.Enfermedades de la piel y del tejido subcutáneo;Marzo;Hombres;2019;76
073 XII.Enfermedades de la piel y del tejido subcutáneo;Marzo;Hombres;2018;55
073 XII.Enfermedades de la piel y del tejido subcutáneo;Marzo;Mujeres;2022;102
073 XII.Enfermedades de la piel y del tejido subcutáneo;Marzo;Mujeres;2021;111
073 XII.Enfermedades de la piel y del tejido subcutáneo;Marzo;Mujeres;2020;112
073 XII.Enfermedades de la piel y del tejido subcutáneo;Marzo;Mujeres;2019;102
073 XII.Enfermedades de la piel y del tejido subcutáneo;Marzo;Mujeres;2018;105
073 XII.Enfermedades de la piel y del tejido subcutáneo;Abril;Hombres;2022;49
073 XII.Enfermedades de la piel y del tejido subcutáneo;Abril;Hombres;2021;65
073 XII.Enfermedades de la piel y del tejido subcutáneo;Abril;Hombres;2020;54
073 XII.Enfermedades de la piel y del tejido subcutáneo;Abril;Hombres;2019;53
073 XII.Enfermedades de la piel y del tejido subcutáneo;Abril;Hombres;2018;58
073 XII.Enfermedades de la piel y del tejido subcutáneo;Abril;Mujeres;2022;120
073 XII.Enfermedades de la piel y del tejido subcutáneo;Abril;Mujeres;2021;99
073 XII.Enfermedades de la piel y del tejido subcutáneo;Abril;Mujeres;2020;96
073 XII.Enfermedades de la piel y del tejido subcutáneo;Abril;Mujeres;2019;77
073 XII.Enfermedades de la piel y del tejido subcutáneo;Abril;Mujeres;2018;86
073 XII.Enfermedades de la piel y del tejido subcutáneo;Mayo;Hombres;2022;42
073 XII.Enfermedades de la piel y del tejido subcutáneo;Mayo;Hombres;2021;52
073 XII.Enfermedades de la piel y del tejido subcutáneo;Mayo;Hombres;2020;58
073 XII.Enfermedades de la piel y del tejido subcutáneo;Mayo;Hombres;2019;50
073 XII.Enfermedades de la piel y del tejido subcutáneo;Mayo;Hombres;2018;50
073 XII.Enfermedades de la piel y del tejido subcutáneo;Mayo;Mujeres;2022;123
073 XII.Enfermedades de la piel y del tejido subcutáneo;Mayo;Mujeres;2021;102
073 XII.Enfermedades de la piel y del tejido subcutáneo;Mayo;Mujeres;2020;114
073 XII.Enfermedades de la piel y del tejido subcutáneo;Mayo;Mujeres;2019;104
073 XII.Enfermedades de la piel y del tejido subcutáneo;Mayo;Mujeres;2018;84
073 XII.Enfermedades de la piel y del tejido subcutáneo;Junio;Hombres;2022;75
073 XII.Enfermedades de la piel y del tejido subcutáneo;Junio;Hombres;2021;72
073 XII.Enfermedades de la piel y del tejido subcutáneo;Junio;Hombres;2020;53
073 XII.Enfermedades de la piel y del tejido subcutáneo;Junio;Hombres;2019;46
073 XII.Enfermedades de la piel y del tejido subcutáneo;Junio;Hombres;2018;62
073 XII.Enfermedades de la piel y del tejido subcutáneo;Junio;Mujeres;2022;105
073 XII.Enfermedades de la piel y del tejido subcutáneo;Junio;Mujeres;2021;98
073 XII.Enfermedades de la piel y del tejido subcutáneo;Junio;Mujeres;2020;109
073 XII.Enfermedades de la piel y del tejido subcutáneo;Junio;Mujeres;2019;95
073 XII.Enfermedades de la piel y del tejido subcutáneo;Junio;Mujeres;2018;97
073 XII.Enfermedades de la piel y del tejido subcutáneo;Julio;Hombres;2022;59
073 XII.Enfermedades de la piel y del tejido subcutáneo;Julio;Hombres;2021;59
073 XII.Enfermedades de la piel y del tejido subcutáneo;Julio;Hombres;2020;59
073 XII.Enfermedades de la piel y del tejido subcutáneo;Julio;Hombres;2019;48
073 XII.Enfermedades de la piel y del tejido subcutáneo;Julio;Hombres;2018;59
073 XII.Enfermedades de la piel y del tejido subcutáneo;Julio;Mujeres;2022;132
073 XII.Enfermedades de la piel y del tejido subcutáneo;Julio;Mujeres;2021;94
073 XII.Enfermedades de la piel y del tejido subcutáneo;Julio;Mujeres;2020;130
073 XII.Enfermedades de la piel y del tejido subcutáneo;Julio;Mujeres;2019;110
073 XII.Enfermedades de la piel y del tejido subcutáneo;Julio;Mujeres;2018;107
073 XII.Enfermedades de la piel y del tejido subcutáneo;Agosto;Hombres;2022;59
073 XII.Enfermedades de la piel y del tejido subcutáneo;Agosto;Hombres;2021;60
073 XII.Enfermedades de la piel y del tejido subcutáneo;Agosto;Hombres;2020;54
073 XII.Enfermedades de la piel y del tejido subcutáneo;Agosto;Hombres;2019;52
073 XII.Enfermedades de la piel y del tejido subcutáneo;Agosto;Hombres;2018;52
073 XII.Enfermedades de la piel y del tejido subcutáneo;Agosto;Mujeres;2022;112
073 XII.Enfermedades de la piel y del tejido subcutáneo;Agosto;Mujeres;2021;123
073 XII.Enfermedades de la piel y del tejido subcutáneo;Agosto;Mujeres;2020;116
073 XII.Enfermedades de la piel y del tejido subcutáneo;Agosto;Mujeres;2019;113
073 XII.Enfermedades de la piel y del tejido subcutáneo;Agosto;Mujeres;2018;108
073 XII.Enfermedades de la piel y del tejido subcutáneo;Septiembre;Hombres;2022;57
073 XII.Enfermedades de la piel y del tejido subcutáneo;Septiembre;Hombres;2021;50
073 XII.Enfermedades de la piel y del tejido subcutáneo;Septiembre;Hombres;2020;41
073 XII.Enfermedades de la piel y del tejido subcutáneo;Septiembre;Hombres;2019;44
073 XII.Enfermedades de la piel y del tejido subcutáneo;Septiembre;Hombres;2018;42
073 XII.Enfermedades de la piel y del tejido subcutáneo;Septiembre;Mujeres;2022;110
073 XII.Enfermedades de la piel y del tejido subcutáneo;Septiembre;Mujeres;2021;98
073 XII.Enfermedades de la piel y del tejido subcutáneo;Septiembre;Mujeres;2020;104
073 XII.Enfermedades de la piel y del tejido subcutáneo;Septiembre;Mujeres;2019;96
073 XII.Enfermedades de la piel y del tejido subcutáneo;Septiembre;Mujeres;2018;93
073 XII.Enfermedades de la piel y del tejido subcutáneo;Octubre;Hombres;2022;60
073 XII.Enfermedades de la piel y del tejido subcutáneo;Octubre;Hombres;2021;50
073 XII.Enfermedades de la piel y del tejido subcutáneo;Octubre;Hombres;2020;54
073 XII.Enfermedades de la piel y del tejido subcutáneo;Octubre;Hombres;2019;44
073 XII.Enfermedades de la piel y del tejido subcutáneo;Octubre;Hombres;2018;38
073 XII.Enfermedades de la piel y del tejido subcutáneo;Octubre;Mujeres;2022;117
073 XII.Enfermedades de la piel y del tejido subcutáneo;Octubre;Mujeres;2021;105
073 XII.Enfermedades de la piel y del tejido subcutáneo;Octubre;Mujeres;2020;88
073 XII.Enfermedades de la piel y del tejido subcutáneo;Octubre;Mujeres;2019;91
073 XII.Enfermedades de la piel y del tejido subcutáneo;Octubre;Mujeres;2018;100
073 XII.Enfermedades de la piel y del tejido subcutáneo;Noviembre;Hombres;2022;48
073 XII.Enfermedades de la piel y del tejido subcutáneo;Noviembre;Hombres;2021;61
073 XII.Enfermedades de la piel y del tejido subcutáneo;Noviembre;Hombres;2020;45
073 XII.Enfermedades de la piel y del tejido subcutáneo;Noviembre;Hombres;2019;55
073 XII.Enfermedades de la piel y del tejido subcutáneo;Noviembre;Hombres;2018;41
073 XII.Enfermedades de la piel y del tejido subcutáneo;Noviembre;Mujeres;2022;80
073 XII.Enfermedades de la piel y del tejido subcutáneo;Noviembre;Mujeres;2021;116
073 XII.Enfermedades de la piel y del tejido subcutáneo;Noviembre;Mujeres;2020;79
073 XII.Enfermedades de la piel y del tejido subcutáneo;Noviembre;Mujeres;2019;80
073 XII.Enfermedades de la piel y del tejido subcutáneo;Noviembre;Mujeres;2018;88
073 XII.Enfermedades de la piel y del tejido subcutáneo;Diciembre;Hombres;2022;75
073 XII.Enfermedades de la piel y del tejido subcutáneo;Diciembre;Hombres;2021;83
073 XII.Enfermedades de la piel y del tejido subcutáneo;Diciembre;Hombres;2020;63
073 XII.Enfermedades de la piel y del tejido subcutáneo;Diciembre;Hombres;2019;46
073 XII.Enfermedades de la piel y del tejido subcutáneo;Diciembre;Hombres;2018;63
073 XII.Enfermedades de la piel y del tejido subcutáneo;Diciembre;Mujeres;2022;110
073 XII.Enfermedades de la piel y del tejido subcutáneo;Diciembre;Mujeres;2021;134
073 XII.Enfermedades de la piel y del tejido subcutáneo;Diciembre;Mujeres;2020;103
073 XII.Enfermedades de la piel y del tejido subcutáneo;Diciembre;Mujeres;2019;94
073 XII.Enfermedades de la piel y del tejido subcutáneo;Diciembre;Mujeres;2018;109
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Enero;Hombres;2022;157
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Enero;Hombres;2021;166
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Enero;Hombres;2020;177
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Enero;Hombres;2019;171
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Enero;Hombres;2018;165
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Enero;Mujeres;2022;386
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Enero;Mujeres;2021;340
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Enero;Mujeres;2020;377
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Enero;Mujeres;2019;395
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Enero;Mujeres;2018;365
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Febrero;Hombres;2022;165
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Febrero;Hombres;2021;128
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Febrero;Hombres;2020;143
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Febrero;Hombres;2019;142
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Febrero;Hombres;2018;172
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Febrero;Mujeres;2022;289
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Febrero;Mujeres;2021;257
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Febrero;Mujeres;2020;300
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Febrero;Mujeres;2019;288
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Febrero;Mujeres;2018;327
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Marzo;Hombres;2022;167
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Marzo;Hombres;2021;161
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Marzo;Hombres;2020;161
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Marzo;Hombres;2019;166
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Marzo;Hombres;2018;163
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Marzo;Mujeres;2022;307
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Marzo;Mujeres;2021;274
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Marzo;Mujeres;2020;325
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Marzo;Mujeres;2019;295
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Marzo;Mujeres;2018;320
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Abril;Hombres;2022;168
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Abril;Hombres;2021;133
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Abril;Hombres;2020;144
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Abril;Hombres;2019;166
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Abril;Hombres;2018;143
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Abril;Mujeres;2022;290
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Abril;Mujeres;2021;239
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Abril;Mujeres;2020;276
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Abril;Mujeres;2019;271
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Abril;Mujeres;2018;272
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mayo;Hombres;2022;126
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mayo;Hombres;2021;121
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mayo;Hombres;2020;120
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mayo;Hombres;2019;138
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mayo;Hombres;2018;129
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mayo;Mujeres;2022;280
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mayo;Mujeres;2021;234
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mayo;Mujeres;2020;228
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mayo;Mujeres;2019;277
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mayo;Mujeres;2018;293
