Nacional;Comunidades y Ciudades Autónomas;Causas (lista reducida);Edad;Sexo;Total
Total Nacional;03 Asturias, Principado de;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;De 95 años y más;Hombres;9
Total Nacional;03 Asturias, Principado de;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;De 95 años y más;Mujeres;43
Total Nacional;03 Asturias, Principado de;053-061 IX.Enfermedades del sistema circulatorio;De 1 a 14 años;Hombres;0
Total Nacional;03 Asturias, Principado de;053-061 IX.Enfermedades del sistema circulatorio;De 1 a 14 años;Mujeres;0
Total Nacional;03 Asturias, Principado de;053-061 IX.Enfermedades del sistema circulatorio;De 15 a 29 años;Hombres;0
Total Nacional;03 Asturias, Principado de;053-061 IX.Enfermedades del sistema circulatorio;De 15 a 29 años;Mujeres;0
Total Nacional;03 Asturias, Principado de;053-061 IX.Enfermedades del sistema circulatorio;De 30 a 39 años;Hombres;3
Total Nacional;03 Asturias, Principado de;053-061 IX.Enfermedades del sistema circulatorio;De 30 a 39 años;Mujeres;0
Total Nacional;03 Asturias, Principado de;053-061 IX.Enfermedades del sistema circulatorio;De 40 a 44 años;Hombres;6
Total Nacional;03 Asturias, Principado de;053-061 IX.Enfermedades del sistema circulatorio;De 40 a 44 años;Mujeres;3
Total Nacional;03 Asturias, Principado de;053-061 IX.Enfermedades del sistema circulatorio;De 45 a 49 años;Hombres;26
Total Nacional;03 Asturias, Principado de;053-061 IX.Enfermedades del sistema circulatorio;De 45 a 49 años;Mujeres;7
Total Nacional;03 Asturias, Principado de;053-061 IX.Enfermedades del sistema circulatorio;De 50 a 54 años;Hombres;37
Total Nacional;03 Asturias, Principado de;053-061 IX.Enfermedades del sistema circulatorio;De 50 a 54 años;Mujeres;6
Total Nacional;03 Asturias, Principado de;053-061 IX.Enfermedades del sistema circulatorio;De 55 a 59 años;Hombres;55
Total Nacional;03 Asturias, Principado de;053-061 IX.Enfermedades del sistema circulatorio;De 55 a 59 años;Mujeres;20
Total Nacional;03 Asturias, Principado de;053-061 IX.Enfermedades del sistema circulatorio;De 60 a 64 años;Hombres;95
Total Nacional;03 Asturias, Principado de;053-061 IX.Enfermedades del sistema circulatorio;De 60 a 64 años;Mujeres;28
Total Nacional;03 Asturias, Principado de;053-061 IX.Enfermedades del sistema circulatorio;De 65 a 69 años;Hombres;126
Total Nacional;03 Asturias, Principado de;053-061 IX.Enfermedades del sistema circulatorio;De 65 a 69 años;Mujeres;55
Total Nacional;03 Asturias, Principado de;053-061 IX.Enfermedades del sistema circulatorio;De 70 a 74 años;Hombres;135
Total Nacional;03 Asturias, Principado de;053-061 IX.Enfermedades del sistema circulatorio;De 70 a 74 años;Mujeres;57
Total Nacional;03 Asturias, Principado de;053-061 IX.Enfermedades del sistema circulatorio;De 75 a 79 años;Hombres;178
Total Nacional;03 Asturias, Principado de;053-061 IX.Enfermedades del sistema circulatorio;De 75 a 79 años;Mujeres;124
Total Nacional;03 Asturias, Principado de;053-061 IX.Enfermedades del sistema circulatorio;De 80 a 84 años;Hombres;218
Total Nacional;03 Asturias, Principado de;053-061 IX.Enfermedades del sistema circulatorio;De 80 a 84 años;Mujeres;176
Total Nacional;03 Asturias, Principado de;053-061 IX.Enfermedades del sistema circulatorio;De 85 a 89 años;Hombres;250
Total Nacional;03 Asturias, Principado de;053-061 IX.Enfermedades del sistema circulatorio;De 85 a 89 años;Mujeres;404
Total Nacional;03 Asturias, Principado de;053-061 IX.Enfermedades del sistema circulatorio;De 90 a 94 años;Hombres;277
Total Nacional;03 Asturias, Principado de;053-061 IX.Enfermedades del sistema circulatorio;De 90 a 94 años;Mujeres;581
Total Nacional;03 Asturias, Principado de;053-061 IX.Enfermedades del sistema circulatorio;De 95 años y más;Hombres;94
Total Nacional;03 Asturias, Principado de;053-061 IX.Enfermedades del sistema circulatorio;De 95 años y más;Mujeres;404
Total Nacional;03 Asturias, Principado de;062-067 X.Enfermedades del sistema respiratorio;De 1 a 14 años;Hombres;0
Total Nacional;03 Asturias, Principado de;062-067 X.Enfermedades del sistema respiratorio;De 1 a 14 años;Mujeres;0
Total Nacional;03 Asturias, Principado de;062-067 X.Enfermedades del sistema respiratorio;De 15 a 29 años;Hombres;0
Total Nacional;03 Asturias, Principado de;062-067 X.Enfermedades del sistema respiratorio;De 15 a 29 años;Mujeres;0
Total Nacional;03 Asturias, Principado de;062-067 X.Enfermedades del sistema respiratorio;De 30 a 39 años;Hombres;1
Total Nacional;03 Asturias, Principado de;062-067 X.Enfermedades del sistema respiratorio;De 30 a 39 años;Mujeres;0
Total Nacional;03 Asturias, Principado de;062-067 X.Enfermedades del sistema respiratorio;De 40 a 44 años;Hombres;3
Total Nacional;03 Asturias, Principado de;062-067 X.Enfermedades del sistema respiratorio;De 40 a 44 años;Mujeres;2
Total Nacional;03 Asturias, Principado de;062-067 X.Enfermedades del sistema respiratorio;De 45 a 49 años;Hombres;2
Total Nacional;03 Asturias, Principado de;062-067 X.Enfermedades del sistema respiratorio;De 45 a 49 años;Mujeres;3
Total Nacional;03 Asturias, Principado de;062-067 X.Enfermedades del sistema respiratorio;De 50 a 54 años;Hombres;5
Total Nacional;03 Asturias, Principado de;062-067 X.Enfermedades del sistema respiratorio;De 50 a 54 años;Mujeres;2
Total Nacional;03 Asturias, Principado de;062-067 X.Enfermedades del sistema respiratorio;De 55 a 59 años;Hombres;12
Total Nacional;03 Asturias, Principado de;062-067 X.Enfermedades del sistema respiratorio;De 55 a 59 años;Mujeres;4
Total Nacional;03 Asturias, Principado de;062-067 X.Enfermedades del sistema respiratorio;De 60 a 64 años;Hombres;15
Total Nacional;03 Asturias, Principado de;062-067 X.Enfermedades del sistema respiratorio;De 60 a 64 años;Mujeres;11
Total Nacional;03 Asturias, Principado de;062-067 X.Enfermedades del sistema respiratorio;De 65 a 69 años;Hombres;38
Total Nacional;03 Asturias, Principado de;062-067 X.Enfermedades del sistema respiratorio;De 65 a 69 años;Mujeres;18
Total Nacional;03 Asturias, Principado de;062-067 X.Enfermedades del sistema respiratorio;De 70 a 74 años;Hombres;48
Total Nacional;03 Asturias, Principado de;062-067 X.Enfermedades del sistema respiratorio;De 70 a 74 años;Mujeres;18
Total Nacional;03 Asturias, Principado de;062-067 X.Enfermedades del sistema respiratorio;De 75 a 79 años;Hombres;71
Total Nacional;03 Asturias, Principado de;062-067 X.Enfermedades del sistema respiratorio;De 75 a 79 años;Mujeres;35
Total Nacional;03 Asturias, Principado de;062-067 X.Enfermedades del sistema respiratorio;De 80 a 84 años;Hombres;92
Total Nacional;03 Asturias, Principado de;062-067 X.Enfermedades del sistema respiratorio;De 80 a 84 años;Mujeres;60
Total Nacional;03 Asturias, Principado de;062-067 X.Enfermedades del sistema respiratorio;De 85 a 89 años;Hombres;151
Total Nacional;03 Asturias, Principado de;062-067 X.Enfermedades del sistema respiratorio;De 85 a 89 años;Mujeres;151
Total Nacional;03 Asturias, Principado de;062-067 X.Enfermedades del sistema respiratorio;De 90 a 94 años;Hombres;179
Total Nacional;03 Asturias, Principado de;062-067 X.Enfermedades del sistema respiratorio;De 90 a 94 años;Mujeres;194
Total Nacional;03 Asturias, Principado de;062-067 X.Enfermedades del sistema respiratorio;De 95 años y más;Hombres;81
Total Nacional;03 Asturias, Principado de;062-067 X.Enfermedades del sistema respiratorio;De 95 años y más;Mujeres;155
Total Nacional;03 Asturias, Principado de;068-072 XI.Enfermedades del sistema digestivo;De 1 a 14 años;Hombres;0
Total Nacional;03 Asturias, Principado de;068-072 XI.Enfermedades del sistema digestivo;De 1 a 14 años;Mujeres;0
Total Nacional;03 Asturias, Principado de;068-072 XI.Enfermedades del sistema digestivo;De 15 a 29 años;Hombres;0
Total Nacional;03 Asturias, Principado de;068-072 XI.Enfermedades del sistema digestivo;De 15 a 29 años;Mujeres;0
Total Nacional;03 Asturias, Principado de;068-072 XI.Enfermedades del sistema digestivo;De 30 a 39 años;Hombres;2
Total Nacional;03 Asturias, Principado de;068-072 XI.Enfermedades del sistema digestivo;De 30 a 39 años;Mujeres;1
Total Nacional;03 Asturias, Principado de;068-072 XI.Enfermedades del sistema digestivo;De 40 a 44 años;Hombres;1
Total Nacional;03 Asturias, Principado de;068-072 XI.Enfermedades del sistema digestivo;De 40 a 44 años;Mujeres;0
Total Nacional;03 Asturias, Principado de;068-072 XI.Enfermedades del sistema digestivo;De 45 a 49 años;Hombres;4
Total Nacional;03 Asturias, Principado de;068-072 XI.Enfermedades del sistema digestivo;De 45 a 49 años;Mujeres;5
Total Nacional;03 Asturias, Principado de;068-072 XI.Enfermedades del sistema digestivo;De 50 a 54 años;Hombres;17
Total Nacional;03 Asturias, Principado de;068-072 XI.Enfermedades del sistema digestivo;De 50 a 54 años;Mujeres;5
Total Nacional;03 Asturias, Principado de;068-072 XI.Enfermedades del sistema digestivo;De 55 a 59 años;Hombres;16
Total Nacional;03 Asturias, Principado de;068-072 XI.Enfermedades del sistema digestivo;De 55 a 59 años;Mujeres;6
Total Nacional;03 Asturias, Principado de;068-072 XI.Enfermedades del sistema digestivo;De 60 a 64 años;Hombres;31
Total Nacional;03 Asturias, Principado de;068-072 XI.Enfermedades del sistema digestivo;De 60 a 64 años;Mujeres;8
Total Nacional;03 Asturias, Principado de;068-072 XI.Enfermedades del sistema digestivo;De 65 a 69 años;Hombres;41
Total Nacional;03 Asturias, Principado de;068-072 XI.Enfermedades del sistema digestivo;De 65 a 69 años;Mujeres;10
Total Nacional;03 Asturias, Principado de;068-072 XI.Enfermedades del sistema digestivo;De 70 a 74 años;Hombres;38
Total Nacional;03 Asturias, Principado de;068-072 XI.Enfermedades del sistema digestivo;De 70 a 74 años;Mujeres;9
Total Nacional;03 Asturias, Principado de;068-072 XI.Enfermedades del sistema digestivo;De 75 a 79 años;Hombres;54
Total Nacional;03 Asturias, Principado de;068-072 XI.Enfermedades del sistema digestivo;De 75 a 79 años;Mujeres;27
Total Nacional;03 Asturias, Principado de;068-072 XI.Enfermedades del sistema digestivo;De 80 a 84 años;Hombres;44
Total Nacional;03 Asturias, Principado de;068-072 XI.Enfermedades del sistema digestivo;De 80 a 84 años;Mujeres;39
Total Nacional;03 Asturias, Principado de;068-072 XI.Enfermedades del sistema digestivo;De 85 a 89 años;Hombres;45
Total Nacional;03 Asturias, Principado de;068-072 XI.Enfermedades del sistema digestivo;De 85 a 89 años;Mujeres;69
Total Nacional;03 Asturias, Principado de;068-072 XI.Enfermedades del sistema digestivo;De 90 a 94 años;Hombres;39
Total Nacional;03 Asturias, Principado de;068-072 XI.Enfermedades del sistema digestivo;De 90 a 94 años;Mujeres;89
Total Nacional;03 Asturias, Principado de;068-072 XI.Enfermedades del sistema digestivo;De 95 años y más;Hombres;7
Total Nacional;03 Asturias, Principado de;068-072 XI.Enfermedades del sistema digestivo;De 95 años y más;Mujeres;47
Total Nacional;03 Asturias, Principado de;073 XII.Enfermedades de la piel y del tejido subcutáneo;De 1 a 14 años;Hombres;0
Total Nacional;03 Asturias, Principado de;073 XII.Enfermedades de la piel y del tejido subcutáneo;De 1 a 14 años;Mujeres;0
Total Nacional;03 Asturias, Principado de;073 XII.Enfermedades de la piel y del tejido subcutáneo;De 15 a 29 años;Hombres;0
Total Nacional;03 Asturias, Principado de;073 XII.Enfermedades de la piel y del tejido subcutáneo;De 15 a 29 años;Mujeres;0
Total Nacional;03 Asturias, Principado de;073 XII.Enfermedades de la piel y del tejido subcutáneo;De 30 a 39 años;Hombres;0
Total Nacional;03 Asturias, Principado de;073 XII.Enfermedades de la piel y del tejido subcutáneo;De 30 a 39 años;Mujeres;0
Total Nacional;03 Asturias, Principado de;073 XII.Enfermedades de la piel y del tejido subcutáneo;De 40 a 44 años;Hombres;0
Total Nacional;03 Asturias, Principado de;073 XII.Enfermedades de la piel y del tejido subcutáneo;De 40 a 44 años;Mujeres;0
Total Nacional;03 Asturias, Principado de;073 XII.Enfermedades de la piel y del tejido subcutáneo;De 45 a 49 años;Hombres;0
Total Nacional;03 Asturias, Principado de;073 XII.Enfermedades de la piel y del tejido subcutáneo;De 45 a 49 años;Mujeres;0
Total Nacional;03 Asturias, Principado de;073 XII.Enfermedades de la piel y del tejido subcutáneo;De 50 a 54 años;Hombres;0
Total Nacional;03 Asturias, Principado de;073 XII.Enfermedades de la piel y del tejido subcutáneo;De 50 a 54 años;Mujeres;0
Total Nacional;03 Asturias, Principado de;073 XII.Enfermedades de la piel y del tejido subcutáneo;De 55 a 59 años;Hombres;1
Total Nacional;03 Asturias, Principado de;073 XII.Enfermedades de la piel y del tejido subcutáneo;De 55 a 59 años;Mujeres;0
Total Nacional;03 Asturias, Principado de;073 XII.Enfermedades de la piel y del tejido subcutáneo;De 60 a 64 años;Hombres;1
Total Nacional;03 Asturias, Principado de;073 XII.Enfermedades de la piel y del tejido subcutáneo;De 60 a 64 años;Mujeres;0
Total Nacional;03 Asturias, Principado de;073 XII.Enfermedades de la piel y del tejido subcutáneo;De 65 a 69 años;Hombres;0
Total Nacional;03 Asturias, Principado de;073 XII.Enfermedades de la piel y del tejido subcutáneo;De 65 a 69 años;Mujeres;0
Total Nacional;03 Asturias, Principado de;073 XII.Enfermedades de la piel y del tejido subcutáneo;De 70 a 74 años;Hombres;2
Total Nacional;03 Asturias, Principado de;073 XII.Enfermedades de la piel y del tejido subcutáneo;De 70 a 74 años;Mujeres;1
Total Nacional;03 Asturias, Principado de;073 XII.Enfermedades de la piel y del tejido subcutáneo;De 75 a 79 años;Hombres;7
Total Nacional;03 Asturias, Principado de;073 XII.Enfermedades de la piel y del tejido subcutáneo;De 75 a 79 años;Mujeres;2
Total Nacional;03 Asturias, Principado de;073 XII.Enfermedades de la piel y del tejido subcutáneo;De 80 a 84 años;Hombres;4
Total Nacional;03 Asturias, Principado de;073 XII.Enfermedades de la piel y del tejido subcutáneo;De 80 a 84 años;Mujeres;4
Total Nacional;03 Asturias, Principado de;073 XII.Enfermedades de la piel y del tejido subcutáneo;De 85 a 89 años;Hombres;8
Total Nacional;03 Asturias, Principado de;073 XII.Enfermedades de la piel y del tejido subcutáneo;De 85 a 89 años;Mujeres;11
Total Nacional;03 Asturias, Principado de;073 XII.Enfermedades de la piel y del tejido subcutáneo;De 90 a 94 años;Hombres;4
Total Nacional;03 Asturias, Principado de;073 XII.Enfermedades de la piel y del tejido subcutáneo;De 90 a 94 años;Mujeres;16
Total Nacional;03 Asturias, Principado de;073 XII.Enfermedades de la piel y del tejido subcutáneo;De 95 años y más;Hombres;1
Total Nacional;03 Asturias, Principado de;073 XII.Enfermedades de la piel y del tejido subcutáneo;De 95 años y más;Mujeres;13
Total Nacional;03 Asturias, Principado de;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;De 1 a 14 años;Hombres;0
Total Nacional;03 Asturias, Principado de;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;De 1 a 14 años;Mujeres;0
Total Nacional;03 Asturias, Principado de;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;De 15 a 29 años;Hombres;0
Total Nacional;03 Asturias, Principado de;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;De 15 a 29 años;Mujeres;0
Total Nacional;03 Asturias, Principado de;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;De 30 a 39 años;Hombres;0
Total Nacional;03 Asturias, Principado de;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;De 30 a 39 años;Mujeres;0
Total Nacional;03 Asturias, Principado de;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;De 40 a 44 años;Hombres;0
Total Nacional;03 Asturias, Principado de;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;De 40 a 44 años;Mujeres;0
Total Nacional;03 Asturias, Principado de;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;De 45 a 49 años;Hombres;0
Total Nacional;03 Asturias, Principado de;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;De 45 a 49 años;Mujeres;0
Total Nacional;03 Asturias, Principado de;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;De 50 a 54 años;Hombres;1
Total Nacional;03 Asturias, Principado de;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;De 50 a 54 años;Mujeres;1
Total Nacional;03 Asturias, Principado de;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;De 55 a 59 años;Hombres;1
Total Nacional;03 Asturias, Principado de;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;De 55 a 59 años;Mujeres;0
Total Nacional;03 Asturias, Principado de;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;De 60 a 64 años;Hombres;0
Total Nacional;03 Asturias, Principado de;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;De 60 a 64 años;Mujeres;1
Total Nacional;03 Asturias, Principado de;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;De 65 a 69 años;Hombres;1
Total Nacional;03 Asturias, Principado de;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;De 65 a 69 años;Mujeres;2
Total Nacional;03 Asturias, Principado de;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;De 70 a 74 años;Hombres;4
Total Nacional;03 Asturias, Principado de;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;De 70 a 74 años;Mujeres;5
Total Nacional;03 Asturias, Principado de;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;De 75 a 79 años;Hombres;2
