Nacional;Comunidades y Ciudades Autónomas;Causa de muerte (capítulos de la 10ª revisión de la CIE);Tipo de indicador;Sexo;Total
Total Nacional;16 País Vasco;Enfermedades del sistema osteomuscular y del tejido conjuntivo;Distribución por capítulos de la CIE;Mujeres;0,59
Total Nacional;16 País Vasco;Enfermedades del sistema osteomuscular y del tejido conjuntivo;Tasa estandarizada de APVP (tanto por cien mil);Hombres;22,73
Total Nacional;16 País Vasco;Enfermedades del sistema osteomuscular y del tejido conjuntivo;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;15,13
Total Nacional;16 País Vasco;Enfermedades del sistema osteomuscular y del tejido conjuntivo;Nº medio de APVP;Hombres;10,54
Total Nacional;16 País Vasco;Enfermedades del sistema osteomuscular y del tejido conjuntivo;Nº medio de APVP;Mujeres;6,96
Total Nacional;16 País Vasco;Enfermedades del sistema genitourinario;Nº de APVP;Hombres;675,00
Total Nacional;16 País Vasco;Enfermedades del sistema genitourinario;Nº de APVP;Mujeres;300,00
Total Nacional;16 País Vasco;Enfermedades del sistema genitourinario;Distribución por capítulos de la CIE;Hombres;1,08
Total Nacional;16 País Vasco;Enfermedades del sistema genitourinario;Distribución por capítulos de la CIE;Mujeres;0,91
Total Nacional;16 País Vasco;Enfermedades del sistema genitourinario;Tasa estandarizada de APVP (tanto por cien mil);Hombres;60,23
Total Nacional;16 País Vasco;Enfermedades del sistema genitourinario;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;25,72
Total Nacional;16 País Vasco;Enfermedades del sistema genitourinario;Nº medio de APVP;Hombres;8,44
Total Nacional;16 País Vasco;Enfermedades del sistema genitourinario;Nº medio de APVP;Mujeres;7,89
Total Nacional;16 País Vasco;Embarazo, parto y puerperio;Nº de APVP;Hombres;..
Total Nacional;16 País Vasco;Embarazo, parto y puerperio;Nº de APVP;Mujeres;..
Total Nacional;16 País Vasco;Embarazo, parto y puerperio;Distribución por capítulos de la CIE;Hombres;..
Total Nacional;16 País Vasco;Embarazo, parto y puerperio;Distribución por capítulos de la CIE;Mujeres;..
Total Nacional;16 País Vasco;Embarazo, parto y puerperio;Tasa estandarizada de APVP (tanto por cien mil);Hombres;..
Total Nacional;16 País Vasco;Embarazo, parto y puerperio;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;..
Total Nacional;16 País Vasco;Embarazo, parto y puerperio;Nº medio de APVP;Hombres;..
Total Nacional;16 País Vasco;Embarazo, parto y puerperio;Nº medio de APVP;Mujeres;..
Total Nacional;16 País Vasco;Afecciones originadas en el periodo perinatal;Nº de APVP;Hombres;..
Total Nacional;16 País Vasco;Afecciones originadas en el periodo perinatal;Nº de APVP;Mujeres;..
Total Nacional;16 País Vasco;Afecciones originadas en el periodo perinatal;Distribución por capítulos de la CIE;Hombres;..
Total Nacional;16 País Vasco;Afecciones originadas en el periodo perinatal;Distribución por capítulos de la CIE;Mujeres;..
Total Nacional;16 País Vasco;Afecciones originadas en el periodo perinatal;Tasa estandarizada de APVP (tanto por cien mil);Hombres;..
Total Nacional;16 País Vasco;Afecciones originadas en el periodo perinatal;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;..
Total Nacional;16 País Vasco;Afecciones originadas en el periodo perinatal;Nº medio de APVP;Hombres;..
Total Nacional;16 País Vasco;Afecciones originadas en el periodo perinatal;Nº medio de APVP;Mujeres;..
Total Nacional;16 País Vasco;Malformaciones congénitas, deformidades y anomalías cromosómicas;Nº de APVP;Hombres;435,00
Total Nacional;16 País Vasco;Malformaciones congénitas, deformidades y anomalías cromosómicas;Nº de APVP;Mujeres;440,00
Total Nacional;16 País Vasco;Malformaciones congénitas, deformidades y anomalías cromosómicas;Distribución por capítulos de la CIE;Hombres;0,70
Total Nacional;16 País Vasco;Malformaciones congénitas, deformidades y anomalías cromosómicas;Distribución por capítulos de la CIE;Mujeres;1,34
Total Nacional;16 País Vasco;Malformaciones congénitas, deformidades y anomalías cromosómicas;Tasa estandarizada de APVP (tanto por cien mil);Hombres;36,84
Total Nacional;16 País Vasco;Malformaciones congénitas, deformidades y anomalías cromosómicas;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;40,30
Total Nacional;16 País Vasco;Malformaciones congénitas, deformidades y anomalías cromosómicas;Nº medio de APVP;Hombres;21,75
Total Nacional;16 País Vasco;Malformaciones congénitas, deformidades y anomalías cromosómicas;Nº medio de APVP;Mujeres;24,44
Total Nacional;16 País Vasco;Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Nº de APVP;Hombres;760,00
Total Nacional;16 País Vasco;Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Nº de APVP;Mujeres;162,50
Total Nacional;16 País Vasco;Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Distribución por capítulos de la CIE;Hombres;1,22
Total Nacional;16 País Vasco;Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Distribución por capítulos de la CIE;Mujeres;0,49
Total Nacional;16 País Vasco;Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Tasa estandarizada de APVP (tanto por cien mil);Hombres;67,09
Total Nacional;16 País Vasco;Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;13,61
Total Nacional;16 País Vasco;Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Nº medio de APVP;Hombres;15,83
Total Nacional;16 País Vasco;Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Nº medio de APVP;Mujeres;9,56
Total Nacional;16 País Vasco;Causas externas de mortalidad;Nº de APVP;Hombres;8.447,00
Total Nacional;16 País Vasco;Causas externas de mortalidad;Nº de APVP;Mujeres;2.625,00
Total Nacional;16 País Vasco;Causas externas de mortalidad;Distribución por capítulos de la CIE;Hombres;13,55
Total Nacional;16 País Vasco;Causas externas de mortalidad;Distribución por capítulos de la CIE;Mujeres;7,97
Total Nacional;16 País Vasco;Causas externas de mortalidad;Tasa estandarizada de APVP (tanto por cien mil);Hombres;797,19
Total Nacional;16 País Vasco;Causas externas de mortalidad;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;247,75
Total Nacional;16 País Vasco;Causas externas de mortalidad;Nº medio de APVP;Hombres;24,48
Total Nacional;16 País Vasco;Causas externas de mortalidad;Nº medio de APVP;Mujeres;22,63
Total Nacional;17 Rioja, La;Enfermedades infecciosas y parasitarias;Nº de APVP;Hombres;185,00
Total Nacional;17 Rioja, La;Enfermedades infecciosas y parasitarias;Nº de APVP;Mujeres;152,50
Total Nacional;17 Rioja, La;Enfermedades infecciosas y parasitarias;Distribución por capítulos de la CIE;Hombres;1,92
Total Nacional;17 Rioja, La;Enfermedades infecciosas y parasitarias;Distribución por capítulos de la CIE;Mujeres;3,06
Total Nacional;17 Rioja, La;Enfermedades infecciosas y parasitarias;Tasa estandarizada de APVP (tanto por cien mil);Hombres;106,12
Total Nacional;17 Rioja, La;Enfermedades infecciosas y parasitarias;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;96,08
Total Nacional;17 Rioja, La;Enfermedades infecciosas y parasitarias;Nº medio de APVP;Hombres;15,42
Total Nacional;17 Rioja, La;Enfermedades infecciosas y parasitarias;Nº medio de APVP;Mujeres;13,86
Total Nacional;17 Rioja, La;Tumores;Nº de APVP;Hombres;3.422,50
Total Nacional;17 Rioja, La;Tumores;Nº de APVP;Mujeres;2.410,00
Total Nacional;17 Rioja, La;Tumores;Distribución por capítulos de la CIE;Hombres;35,60
Total Nacional;17 Rioja, La;Tumores;Distribución por capítulos de la CIE;Mujeres;48,42
Total Nacional;17 Rioja, La;Tumores;Tasa estandarizada de APVP (tanto por cien mil);Hombres;2.117,97
Total Nacional;17 Rioja, La;Tumores;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;1.421,42
Total Nacional;17 Rioja, La;Tumores;Nº medio de APVP;Hombres;11,60
Total Nacional;17 Rioja, La;Tumores;Nº medio de APVP;Mujeres;13,39
Total Nacional;17 Rioja, La;Enfermedades sangre y de órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Nº de APVP;Hombres;7,50
Total Nacional;17 Rioja, La;Enfermedades sangre y de órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Nº de APVP;Mujeres;42,50
Total Nacional;17 Rioja, La;Enfermedades sangre y de órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Distribución por capítulos de la CIE;Hombres;0,08
Total Nacional;17 Rioja, La;Enfermedades sangre y de órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Distribución por capítulos de la CIE;Mujeres;0,85
Total Nacional;17 Rioja, La;Enfermedades sangre y de órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Tasa estandarizada de APVP (tanto por cien mil);Hombres;5,14
Total Nacional;17 Rioja, La;Enfermedades sangre y de órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;32,90
Total Nacional;17 Rioja, La;Enfermedades sangre y de órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Nº medio de APVP;Hombres;7,50
Total Nacional;17 Rioja, La;Enfermedades sangre y de órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Nº medio de APVP;Mujeres;42,50
Total Nacional;17 Rioja, La;Enfermedades endocrinas, nutricionales y metabólicas;Nº de APVP;Hombres;350,00
Total Nacional;17 Rioja, La;Enfermedades endocrinas, nutricionales y metabólicas;Nº de APVP;Mujeres;125,00
Total Nacional;17 Rioja, La;Enfermedades endocrinas, nutricionales y metabólicas;Distribución por capítulos de la CIE;Hombres;3,64
Total Nacional;17 Rioja, La;Enfermedades endocrinas, nutricionales y metabólicas;Distribución por capítulos de la CIE;Mujeres;2,51
Total Nacional;17 Rioja, La;Enfermedades endocrinas, nutricionales y metabólicas;Tasa estandarizada de APVP (tanto por cien mil);Hombres;225,73
Total Nacional;17 Rioja, La;Enfermedades endocrinas, nutricionales y metabólicas;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;73,44
Total Nacional;17 Rioja, La;Enfermedades endocrinas, nutricionales y metabólicas;Nº medio de APVP;Hombres;12,50
Total Nacional;17 Rioja, La;Enfermedades endocrinas, nutricionales y metabólicas;Nº medio de APVP;Mujeres;10,42
Total Nacional;17 Rioja, La;Trastornos mentales y del comportamiento;Nº de APVP;Hombres;147,50
Total Nacional;17 Rioja, La;Trastornos mentales y del comportamiento;Nº de APVP;Mujeres;75,00
Total Nacional;17 Rioja, La;Trastornos mentales y del comportamiento;Distribución por capítulos de la CIE;Hombres;1,53
Total Nacional;17 Rioja, La;Trastornos mentales y del comportamiento;Distribución por capítulos de la CIE;Mujeres;1,51
Total Nacional;17 Rioja, La;Trastornos mentales y del comportamiento;Tasa estandarizada de APVP (tanto por cien mil);Hombres;90,10
Total Nacional;17 Rioja, La;Trastornos mentales y del comportamiento;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;51,92
Total Nacional;17 Rioja, La;Trastornos mentales y del comportamiento;Nº medio de APVP;Hombres;9,83
Total Nacional;17 Rioja, La;Trastornos mentales y del comportamiento;Nº medio de APVP;Mujeres;9,38
Total Nacional;17 Rioja, La;Enfermedades del sistema nervioso y de los órganos de los sentidos;Nº de APVP;Hombres;754,50
Total Nacional;17 Rioja, La;Enfermedades del sistema nervioso y de los órganos de los sentidos;Nº de APVP;Mujeres;390,00
Total Nacional;17 Rioja, La;Enfermedades del sistema nervioso y de los órganos de los sentidos;Distribución por capítulos de la CIE;Hombres;7,85
Total Nacional;17 Rioja, La;Enfermedades del sistema nervioso y de los órganos de los sentidos;Distribución por capítulos de la CIE;Mujeres;7,84
Total Nacional;17 Rioja, La;Enfermedades del sistema nervioso y de los órganos de los sentidos;Tasa estandarizada de APVP (tanto por cien mil);Hombres;514,76
Total Nacional;17 Rioja, La;Enfermedades del sistema nervioso y de los órganos de los sentidos;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;227,43
Total Nacional;17 Rioja, La;Enfermedades del sistema nervioso y de los órganos de los sentidos;Nº medio de APVP;Hombres;16,40
Total Nacional;17 Rioja, La;Enfermedades del sistema nervioso y de los órganos de los sentidos;Nº medio de APVP;Mujeres;9,75
Total Nacional;17 Rioja, La;Enfermedades del sistema circulatorio;Nº de APVP;Hombres;2.245,00
Total Nacional;17 Rioja, La;Enfermedades del sistema circulatorio;Nº de APVP;Mujeres;575,00
Total Nacional;17 Rioja, La;Enfermedades del sistema circulatorio;Distribución por capítulos de la CIE;Hombres;23,35
Total Nacional;17 Rioja, La;Enfermedades del sistema circulatorio;Distribución por capítulos de la CIE;Mujeres;11,55
Total Nacional;17 Rioja, La;Enfermedades del sistema circulatorio;Tasa estandarizada de APVP (tanto por cien mil);Hombres;1.364,85
Total Nacional;17 Rioja, La;Enfermedades del sistema circulatorio;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;337,64
Total Nacional;17 Rioja, La;Enfermedades del sistema circulatorio;Nº medio de APVP;Hombres;13,86
Total Nacional;17 Rioja, La;Enfermedades del sistema circulatorio;Nº medio de APVP;Mujeres;10,27
Total Nacional;17 Rioja, La;Enfermedades del sistema respiratorio;Nº de APVP;Hombres;552,50
Total Nacional;17 Rioja, La;Enfermedades del sistema respiratorio;Nº de APVP;Mujeres;257,50
Total Nacional;17 Rioja, La;Enfermedades del sistema respiratorio;Distribución por capítulos de la CIE;Hombres;5,75
Total Nacional;17 Rioja, La;Enfermedades del sistema respiratorio;Distribución por capítulos de la CIE;Mujeres;5,17
Total Nacional;17 Rioja, La;Enfermedades del sistema respiratorio;Tasa estandarizada de APVP (tanto por cien mil);Hombres;345,90
Total Nacional;17 Rioja, La;Enfermedades del sistema respiratorio;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;174,36
Total Nacional;17 Rioja, La;Enfermedades del sistema respiratorio;Nº medio de APVP;Hombres;8,77
Total Nacional;17 Rioja, La;Enfermedades del sistema respiratorio;Nº medio de APVP;Mujeres;10,30
Total Nacional;17 Rioja, La;Enfermedades del sistema digestivo;Nº de APVP;Hombres;565,00
Total Nacional;17 Rioja, La;Enfermedades del sistema digestivo;Nº de APVP;Mujeres;240,00
Total Nacional;17 Rioja, La;Enfermedades del sistema digestivo;Distribución por capítulos de la CIE;Hombres;5,88
Total Nacional;17 Rioja, La;Enfermedades del sistema digestivo;Distribución por capítulos de la CIE;Mujeres;4,82
Total Nacional;17 Rioja, La;Enfermedades del sistema digestivo;Tasa estandarizada de APVP (tanto por cien mil);Hombres;331,10
Total Nacional;17 Rioja, La;Enfermedades del sistema digestivo;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;138,81
Total Nacional;17 Rioja, La;Enfermedades del sistema digestivo;Nº medio de APVP;Hombres;14,13
Total Nacional;17 Rioja, La;Enfermedades del sistema digestivo;Nº medio de APVP;Mujeres;15,00
Total Nacional;17 Rioja, La;Enfermedades de la piel y del tejido subcutáneo;Nº de APVP;Hombres;10,00
Total Nacional;17 Rioja, La;Enfermedades de la piel y del tejido subcutáneo;Nº de APVP;Mujeres;10,00
Total Nacional;17 Rioja, La;Enfermedades de la piel y del tejido subcutáneo;Distribución por capítulos de la CIE;Hombres;0,10
Total Nacional;17 Rioja, La;Enfermedades de la piel y del tejido subcutáneo;Distribución por capítulos de la CIE;Mujeres;0,20
Total Nacional;17 Rioja, La;Enfermedades de la piel y del tejido subcutáneo;Tasa estandarizada de APVP (tanto por cien mil);Hombres;6,78
Total Nacional;17 Rioja, La;Enfermedades de la piel y del tejido subcutáneo;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;6,23
Total Nacional;17 Rioja, La;Enfermedades de la piel y del tejido subcutáneo;Nº medio de APVP;Hombres;5,00
Total Nacional;17 Rioja, La;Enfermedades de la piel y del tejido subcutáneo;Nº medio de APVP;Mujeres;5,00
Total Nacional;17 Rioja, La;Enfermedades del sistema osteomuscular y del tejido conjuntivo;Nº de APVP;Hombres;67,50
Total Nacional;17 Rioja, La;Enfermedades del sistema osteomuscular y del tejido conjuntivo;Nº de APVP;Mujeres;65,00
Total Nacional;17 Rioja, La;Enfermedades del sistema osteomuscular y del tejido conjuntivo;Distribución por capítulos de la CIE;Hombres;0,70
Total Nacional;17 Rioja, La;Enfermedades del sistema osteomuscular y del tejido conjuntivo;Distribución por capítulos de la CIE;Mujeres;1,31
